# id; vremeNaplate; iznos; terminId; ucenikId
24323536;11:0 15.4.2021.;11000.0;4234234;1952135615;false
1297446013;12:23 10.8.2021.;10000.0;868509554;1952135615;false
2090554696;19:19 10.8.2021.;12000.0;500249139;1952135615;false
490386949;11:31 12.1.2021.;15000.0;644876667;1952135615;false
591518860;10:1 13.8.2021.;15000.0;561217493;1396972464;false
1457376795;10:3 13.8.2021.;15000.0;561217493;1727581982;false
1076881987;10:3 13.8.2021.;15000.0;561217493;456143317;false
144629107;10:4 13.8.2021.;15000.0;561217493;2068733510;false
1014233819;10:4 13.8.2021.;15000.0;561217493;716974200;false
1887619597;10:6 13.2.2021.;15000.0;561217493;1775615751;false
464772310;16:29 24.8.2021.;7000.0;359931069;1952135615;false
969333610;11:22 27.8.2021.;15000.0;857921721;1952135615;false
218918920;12:56 27.8.2021.;14000.0;2095690540;1952135615;false
347942276;13:8 27.8.2021.;10000.0;359931069;1396972464;false
1353552084;18:13 28.8.2021.;10000.0;868509554;1396972464;false
